50,444,41,
50,448,41,
50,448,41,
50,448,40,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,41,
50,448,42,
50,618,62,
50,618,62,
50,618,62,
50,618,61,
50,618,62,
50,618,62,
50,618,62,
50,618,62,
50,618,62,
50,618,62,
50,618,62,
50,618,63,
50,618,62,
50,618,62,
50,618,62,
50,618,64,
50,618,62,
50,618,61,
50,618,62,
50,618,62,
100,1728,221,
100,1728,221,
100,1728,226,
100,1728,219,
100,1728,220,
100,1728,220,
100,1728,219,
100,1728,219,
100,1728,221,
100,1728,224,
100,1728,220,
100,1728,219,
100,1728,221,
100,1728,221,
100,1728,219,
100,1728,220,
100,1728,221,
100,1728,223,
100,1728,221,
100,1728,220,
100,2470,393,
100,2470,402,
100,2470,396,
100,2470,405,
100,2470,394,
100,2470,396,
100,2470,429,
100,2470,394,
100,2470,393,
100,2470,394,
100,2470,391,
100,2470,395,
100,2470,398,
100,2470,392,
100,2470,393,
100,2470,396,
100,2470,394,
100,2470,395,
100,2470,392,
100,2470,398,
50,433,39,
50,433,38,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,433,39,
50,626,64,
50,626,63,
50,626,63,
50,626,63,
50,626,63,
50,626,63,
50,578,56,
50,578,56,
50,578,58,
50,578,55,
50,578,55,
50,578,56,
50,578,56,
50,578,55,
50,578,55,
50,578,55,
50,578,54,
50,578,55,
50,578,55,
50,578,55,
50,799,97,
50,799,89,
50,799,89,
50,799,89,
50,799,88,
50,799,89,
50,799,88,
50,799,88,
50,799,89,
50,799,89,
50,799,89,
50,799,88,
50,799,89,
50,799,89,
50,799,89,
50,799,89,
50,799,89,
50,799,90,
50,799,89,
50,799,89,
100,1702,215,
100,1702,214,
100,1702,214,
100,1702,215,
100,1702,214,
100,1702,214,
100,1702,214,
100,1702,215,
100,1702,215,
100,1702,216,
100,1702,213,
100,1702,216,
100,1702,214,
100,1702,214,
100,1702,215,
100,1702,213,
100,1702,215,
100,1702,215,
100,1702,215,
100,1702,221,
100,2432,384,
100,2432,382,
