100,724,824,20,
100,724,824,19,
100,724,824,10,
100,724,824,11,
100,724,824,10,
100,724,824,10,
100,724,824,10,
100,724,824,10,
100,724,824,9,
100,724,824,9,
100,724,824,9,
100,724,824,9,
100,724,824,9,
100,724,824,8,
100,724,824,9,
100,724,824,9,
100,724,824,9,
100,724,824,9,
100,724,824,9,
100,724,824,8,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,11,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,11,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,1451,1551,12,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,16,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2198,2298,15,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,19,
100,2966,3066,19,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,18,
100,2966,3066,19,
100,2966,3066,18,
100,2966,3066,23,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,21,
100,3693,3793,21,
100,3693,3793,23,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,21,
100,3693,3793,22,
100,3693,3793,22,
100,3693,3793,21,
100,3693,3793,21,
100,3693,3793,21,
100,3693,3793,21,
100,3693,3793,22,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,24,
100,4434,4534,25,
100,4434,4534,24,
100,4434,4534,24,
200,3038,3238,25,
200,3038,3238,25,
200,3038,3238,26,
200,3038,3238,26,
200,2922,3122,25,
200,2922,3122,24,
200,2922,3122,25,
200,2922,3122,25,
200,2922,3122,24,
200,2922,3122,24,
200,2922,3122,25,
200,2922,3122,24,
200,2922,3122,25,
200,2922,3122,26,
200,2922,3122,25,
200,2922,3122,24,
200,2922,3122,24,
200,2922,3122,25,
200,2922,3122,25,
200,2922,3122,27,
200,5939,6139,36,
200,5939,6139,45,
200,5939,6139,37,
200,5939,6139,37,
200,5939,6139,37,
200,5939,6139,36,
200,5939,6139,47,
200,5939,6139,37,
200,5939,6139,37,
200,5939,6139,44,
200,5939,6139,37,
200,5939,6139,37,
200,5939,6139,36,
200,5939,6139,37,
200,5939,6139,37,
200,5939,6139,36,
200,5939,6139,36,
200,5939,6139,37,
200,5939,6139,37,
200,5939,6139,38,
200,9012,9212,49,
200,9012,9212,52,
200,9012,9212,53,
200,9012,9212,51,
200,9012,9212,51,
200,9012,9212,50,
200,9012,9212,49,
200,9012,9212,49,
200,9012,9212,49,
200,9012,9212,50,
200,9012,9212,49,
200,9012,9212,49,
200,9012,9212,49,
200,9012,9212,50,
200,9012,9212,50,
200,9012,9212,49,
200,9012,9212,49,
200,9012,9212,50,
200,9012,9212,52,
200,9012,9212,56,
200,11949,12149,67,
200,11949,12149,62,
200,11949,12149,62,
200,11949,12149,62,
200,11949,12149,62,
200,11949,12149,66,
200,11949,12149,61,
200,11949,12149,62,
200,11949,12149,63,
200,11949,12149,62,
200,11949,12149,61,
200,11949,12149,62,
200,11949,12149,61,
200,11949,12149,61,
200,11949,12149,61,
200,11949,12149,62,
200,11899,12099,61,
200,11899,12099,61,
200,11899,12099,68,
200,11899,12099,62,
200,14901,15101,74,
200,14901,15101,73,
200,14901,15101,77,
200,14901,15101,74,
200,14901,15101,77,
200,14901,15101,74,
200,14901,15101,73,
200,14901,15101,73,
200,14901,15101,73,
200,14901,15101,74,
200,14901,15101,73,
200,14901,15101,74,
200,14901,15101,76,
200,14901,15101,73,
200,14901,15101,76,
200,14901,15101,78,
200,14901,15101,73,
200,14901,15101,73,
200,14901,15101,75,
200,14901,15101,73,
200,17911,18111,88,
200,17911,18111,86,
200,17911,18111,90,
200,17911,18111,87,
200,17911,18111,89,
200,17911,18111,86,
200,17911,18111,88,
200,17911,18111,88,
200,17911,18111,87,
200,17911,18111,90,
200,17911,18111,87,
200,17911,18111,89,
200,17911,18111,89,
200,17911,18111,88,
200,17911,18111,88,
200,17911,18111,89,
200,17911,18111,92,
200,17911,18111,87,
200,17941,18141,86,
200,17941,18141,86,
500,18756,19256,110,
500,18756,19256,113,
500,18756,19256,117,
500,18756,19256,112,
500,18756,19256,124,
500,18756,19256,118,
500,18756,19256,113,
500,18756,19256,112,
500,18756,19256,120,
500,18756,19256,121,
500,18756,19256,111,
500,18756,19256,115,
500,18756,19256,111,
500,18756,19256,119,
500,18756,19256,131,
500,18756,19256,112,
500,18756,19256,111,
500,18756,19256,111,
500,18756,19256,120,
500,18756,19256,112,
500,37446,37946,211,
500,37446,37946,190,
500,37446,37946,195,
500,37446,37946,197,
500,37446,37946,190,
500,37446,37946,190,
500,37118,37618,189,
500,37118,37618,209,
500,37118,37618,194,
500,37118,37618,188,
500,37118,37618,189,
500,37118,37618,189,
500,37118,37618,189,
500,37118,37618,197,
500,37118,37618,201,
500,37118,37618,187,
500,37118,37618,196,
500,37118,37618,197,
500,37118,37618,190,
500,37118,37618,189,
500,55892,56392,269,
500,55892,56392,267,
500,55892,56392,271,
500,55892,56392,282,
500,55905,56405,268,
500,55905,56405,498,
500,55905,56405,269,
500,55905,56405,289,
500,55905,56405,268,
500,55905,56405,296,
500,55905,56405,285,
500,55905,56405,305,
500,55905,56405,267,
500,55905,56405,287,
500,55905,56405,268,
500,56227,56727,299,
500,56227,56727,270,
500,56227,56727,272,
500,56227,56727,276,
500,56227,56727,293,
500,75063,75563,365,
500,75063,75563,351,
500,75063,75563,364,
500,75063,75563,354,
500,75063,75563,358,
500,75063,75563,354,
500,74825,75325,362,
500,74825,75325,354,
500,74825,75325,353,
500,74825,75325,353,
500,74825,75325,364,
500,74825,75325,365,
500,74825,75325,382,
500,74825,75325,455,
500,74825,75325,389,
500,74825,75325,382,
500,74568,75068,370,
500,74568,75068,377,
500,74568,75068,380,
500,74568,75068,387,
500,93360,93860,448,
500,93360,93860,432,
500,93360,93860,431,
500,93360,93860,452,
500,93360,93860,460,
500,93584,94084,468,
500,93584,94084,430,
500,93584,94084,428,
500,93584,94084,433,
500,93584,94084,467,
500,93584,94084,452,
500,93584,94084,433,
500,93584,94084,428,
